"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.mychef.ae/blog/dinner-party-menu-ideas-dubai","https://www.mychef.ae/images/blog/wedding-catering-cost-dubai-hero.webp","Wedding Catering Cost Dubai: Planning Estimates for 2026","56","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/grazing-table-vs-buffet-dubai","https://www.mychef.ae/images/blog/wedding-catering-cost-dubai-hero.webp","Wedding Catering Cost Dubai: Planning Estimates for 2026","56","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog","https://www.mychef.ae/images/blog/desert-dinner-party-dubai-hero.webp","Desert Dinner Party Dubai: Get-Togethers & Dining in the Dunes — experience concept shown","89","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[2]/a[13]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/yacht-party-menu-ideas-dubai","https://www.mychef.ae/images/blog/desert-dinner-party-dubai-hero.webp","Desert Dinner Party Dubai: Get-Togethers & Dining in the Dunes","62","Root-Relative","//body/div/div/main/div/div[1]/article/div/section[10]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/topic/outdoor","https://www.mychef.ae/images/blog/desert-dinner-party-dubai-hero.webp","Desert Dinner Party Dubai: Get-Togethers & Dining in the Dunes","62","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/desert-dinner-party-dubai","https://www.mychef.ae/images/blog/desert-dinner-party-dubai-hero.webp","Guests walking a dune toward a small desert dining table at sunset","66","Root-Relative","//body/div/div/main/div/div/article/div/figure/div/img","Content","HTML","","1920x1080",""
"Image","https://www.mychef.ae/blog","https://www.mychef.ae/images/blog/best-private-chef-birthday-dinner-dubai-hero.webp","Best Private Chef Birthday Dinner in Dubai: Menu Ideas, Costs & How to Book — experience concept shown","102","Root-Relative","//body/div/div/main/div/div/section[3]/div/div[2]/a[19]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/blog/best-private-chef-birthday-dinner-dubai","https://www.mychef.ae/images/blog/best-private-chef-birthday-dinner-dubai-hero.webp","Private chef birthday dinner catering in Dubai","46","Root-Relative","//body/div/div/main/div/div[1]/section/div[1]/picture/img","Content","HTML","","1344x752",""
"Image","https://www.mychef.ae/blog/topic/celebrations","https://www.mychef.ae/images/blog/best-private-chef-birthday-dinner-dubai-hero.webp","Best Private Chef Birthday Dinner in Dubai: Menu Ideas, Costs & How to Book","75","Root-Relative","//body/div/div/main/div/div/section[2]/div/div[2]/a[5]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gallery","https://www.mychef.ae/images/mediterranean-catering-dubai-hero.webp","Mediterranean Feast — private chef dubai","40","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[21]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Private party catering in Dubai","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Full service private party in Dubai","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Graduation Party Catering","25","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[8]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Farewell & Retirement Catering","30","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[9]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Reunion Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[10]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-party-catering-dubai","https://www.mychef.ae/service-events.webp","Father's Day Catering","21","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[11]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/desert-dining-dubai","https://www.mychef.ae/service-events.webp","Desert event catering in Dubai","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/service-events.webp","Birthday Catering","17","Root-Relative","//body/div/div/main/div/section[2]/div/div[2]/div[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/service-events.webp","Event catering Dubai 1","22","Root-Relative","//body/div/div/main/div/section[5]/div/div[2]/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/service-events.webp","Private Party Catering","22","Root-Relative","//body/div/div/main/div/section[9]/div/div[2]/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/events","https://www.mychef.ae/service-events.webp","Festive Catering","16","Root-Relative","//body/div/div/main/div/section[9]/div/div[2]/a[5]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/villas-private-residences","https://www.mychef.ae/service-events.webp","Villa dining gallery 4","22","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div[2]/div[4]/img","Content","HTML","","400x300",""
"Image","https://www.mychef.ae/yachts","https://www.mychef.ae/service-events.webp","Yacht dining gallery 5","22","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div[2]/div[5]/img","Content","HTML","","400x300",""
"Image","https://www.mychef.ae/tasting-menu-dubai","https://www.mychef.ae/service-events.webp","Live Cooking Stations","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/halal-private-dining-dubai","https://www.mychef.ae/service-events.webp","Live Cooking Stations","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/drop-off-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate Event Catering","24","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/case-studies","https://www.mychef.ae/service-events.webp","Wedding Catering Dubai","22","Root-Relative","//body/div/div/main/div/div/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/service-events.webp","Graduation party catering set-up in Dubai","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering Dubai","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/sugar-free-catering-dubai","https://www.mychef.ae/service-events.webp","Keto Catering Dubai","19","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/staff-meals-catering-dubai","https://www.mychef.ae/service-events.webp","Team meal catering for a large organisation","43","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/farewell-catering-dubai","https://www.mychef.ae/service-events.webp","Farewell party catering set-up in Dubai","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/farewell-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering Dubai","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/eid-catering-dubai","https://www.mychef.ae/service-events.webp","Eid celebration catering event in Dubai","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/eid-catering-dubai","https://www.mychef.ae/service-events.webp","Ramadan Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/service-events.webp","Conference working lunch buffet","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate Event Catering","24","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/pool-party-catering-dubai","https://www.mychef.ae/service-events.webp","Poolside catering in Dubai","26","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/service-events.webp","Afternoon tea event catering in Dubai","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/service-events.webp","Baby Shower Catering","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[4]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/corporate-meal-prep-dubai","https://www.mychef.ae/service-events.webp","Workplace wellness catering delivery","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/bar-services-dubai","https://www.mychef.ae/service-events.webp","Mobile bar setup for an event in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/bar-services-dubai","https://www.mychef.ae/service-events.webp","Mocktail Bar Catering","21","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/italian-catering-dubai","https://www.mychef.ae/service-events.webp","Italian event catering with live station","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/italian-catering-dubai","https://www.mychef.ae/service-events.webp","Live Cooking Stations","21","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/production-catering-dubai","https://www.mychef.ae/service-events.webp","On-location catering setup for an event production","50","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/birthday-catering-package-dubai","https://www.mychef.ae/service-events.webp","Birthday Catering Dubai","23","Root-Relative","//body/div/div/main/div/div[1]/section[5]/div/div[2]/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/iftar-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate Catering","18","Root-Relative","//body/div/div/main/div/div[1]/section[13]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/valentines-day-catering-dubai","https://www.mychef.ae/service-events.webp","Intimate event catering for couples in Dubai","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/cocktail-party-catering-dubai","https://www.mychef.ae/service-events.webp","Event cocktail bar set-up","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/service-events.webp","Arabic catering event setup in Dubai","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/service-events.webp","Styled picnic catering set-up in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/service-events.webp","Drop-Off Catering Dubai","23","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/office-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate team gathering catering","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/service-events.webp","Event mocktail bar set-up","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/service-events.webp","Iftar Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/service-events.webp","Client meeting catering in Dubai","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/service-events.webp","Conference Catering","19","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/holi-catering-dubai","https://www.mychef.ae/service-events.webp","Holi catering set-up in Dubai","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/holi-catering-dubai","https://www.mychef.ae/service-events.webp","Festive Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/reunion-catering-dubai","https://www.mychef.ae/service-events.webp","Reunion catering set-up in Dubai","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/reunion-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering Dubai","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/vegetarian-catering-dubai","https://www.mychef.ae/service-events.webp","Vegetarian event catering in Dubai","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/live-cooking-stations-dubai","https://www.mychef.ae/service-events.webp","Live cooking stations at a Dubai event","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/live-cooking-stations-dubai","https://www.mychef.ae/service-events.webp","BBQ Catering","12","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/service-events.webp","Baby shower catering setup in Dubai","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/service-events.webp","Elegant grazing table styling","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/finger-food-catering-dubai","https://www.mychef.ae/service-events.webp","Finger food at a Dubai event","28","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/coffee-tea-service-dubai","https://www.mychef.ae/service-events.webp","Coffee and tea service set-up in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/coffee-tea-service-dubai","https://www.mychef.ae/service-events.webp","Corporate Event Catering","24","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/brunch-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate Catering","18","Root-Relative","//body/div/div/main/div/div[1]/section[13]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/breakfast-catering-dubai","https://www.mychef.ae/service-events.webp","Event breakfast buffet service","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/breakfast-catering-dubai","https://www.mychef.ae/service-events.webp","Brunch Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/ramadan-catering-dubai","https://www.mychef.ae/service-events.webp","Ramadan iftar catering event in Dubai","37","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/ramadan-catering-dubai","https://www.mychef.ae/service-events.webp","Iftar Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/buffet-catering-dubai","https://www.mychef.ae/service-events.webp","Buffet stations at a Dubai event","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/buffet-catering-dubai","https://www.mychef.ae/service-events.webp","BBQ Catering","12","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/asian-catering-dubai","https://www.mychef.ae/service-events.webp","Asian catering event with live wok station","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vegan-catering-dubai","https://www.mychef.ae/service-events.webp","Plant-based event catering in Dubai","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/fathers-day-catering-dubai","https://www.mychef.ae/service-events.webp","Father's Day catering set-up in Dubai","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/fathers-day-catering-dubai","https://www.mychef.ae/service-events.webp","Brunch Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/kids-birthday-catering-dubai","https://www.mychef.ae/service-events.webp","Children’s birthday catering in Dubai","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/halloween-catering-dubai","https://www.mychef.ae/service-events.webp","Event catering service in Dubai","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/halloween-catering-dubai","https://www.mychef.ae/service-events.webp","Private Party Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/keto-catering-dubai","https://www.mychef.ae/service-events.webp","Low-carb event catering in Dubai","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/keto-catering-dubai","https://www.mychef.ae/service-events.webp","BBQ Catering","12","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/gala-dinner-catering-dubai","https://www.mychef.ae/service-events.webp","Formal event catering service in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/canape-catering-dubai","https://www.mychef.ae/service-events.webp","Canapé reception at a Dubai event","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mothers-day-catering-dubai","https://www.mychef.ae/service-events.webp","Family event catering in Dubai","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/bbq-catering-dubai","https://www.mychef.ae/service-events.webp","Luxury BBQ catering setup in Dubai","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/bbq-catering-dubai","https://www.mychef.ae/service-events.webp","Buffet Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/bbq-catering-dubai","https://www.mychef.ae/service-events.webp","Father's Day Catering","21","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[4]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/brand-activation-catering-dubai","https://www.mychef.ae/service-events.webp","Experiential brand activation catering in Dubai","47","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/brand-activation-catering-dubai","https://www.mychef.ae/service-events.webp","Product Launch Catering","23","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/brand-activation-catering-dubai","https://www.mychef.ae/service-events.webp","Exhibition Catering Dubai","25","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/sushi-catering-dubai","https://www.mychef.ae/service-events.webp","Sushi catering at a Dubai event","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/pescatarian-catering-dubai","https://www.mychef.ae/service-events.webp","Event catering service in Dubai","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/pescatarian-catering-dubai","https://www.mychef.ae/service-events.webp","Buffet Catering Dubai","21","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/oyster-bar-dubai","https://www.mychef.ae/service-events.webp","Premium seafood station setup","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/oyster-bar-dubai","https://www.mychef.ae/service-events.webp","Gala Dinner Catering","20","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/christmas-catering-dubai","https://www.mychef.ae/service-events.webp","Party Catering","14","Root-Relative","//body/div/div/main/div/div[1]/section[13]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/service-events.webp","Event grazing table styling","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/chinese-new-year-catering-dubai","https://www.mychef.ae/service-events.webp","Chinese New Year catering set-up in Dubai","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/chinese-new-year-catering-dubai","https://www.mychef.ae/service-events.webp","Festive Catering Dubai","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[2]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/mediterranean-catering-dubai","https://www.mychef.ae/service-events.webp","Mediterranean event catering in Dubai","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/uae-national-day-catering-dubai","https://www.mychef.ae/service-events.webp","Event catering service in Dubai","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/uae-national-day-catering-dubai","https://www.mychef.ae/service-events.webp","Live Cooking Station Dubai","26","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/bachelor-party-catering-dubai","https://www.mychef.ae/service-events.webp","Bachelor party event catering in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/service-events.webp","Event dessert station set-up","28","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/service-events.webp","Wedding Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/exhibition-catering-dubai","https://www.mychef.ae/service-events.webp","Exhibition catering at a Dubai trade show","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/exhibition-catering-dubai","https://www.mychef.ae/service-events.webp","Corporate Event Catering","24","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/engagement-catering-dubai","https://www.mychef.ae/service-events.webp","Wedding Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Luxury party catering setup in Dubai","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Birthday Catering","17","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Graduation Party Catering","25","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[5]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Farewell & Retirement Catering","30","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[6]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Reunion Catering","16","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[7]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/service-events.webp","Father's Day Catering","21","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[8]/div[1]/img","Content","HTML","","",""
